file_name,needle_tip_x,needle_tip_y,dial_center_x,dial_center_y
v_0210_f_0000_rgba.png,10,45,63,62
v_0211_f_0000_rgba.png,8,59,63,64
v_0212_f_0000_rgba.png,15,37,66,65
v_0213_f_0000_rgba.png,7,58,60,65
v_0214_f_0000_rgba.png,10,47,64,63
v_0215_f_0000_rgba.png,12,40,62,64
v_0216_f_0000_rgba.png,7,62,63,63
v_0217_f_0000_rgba.png,10,47,63,62
v_0218_f_0000_rgba.png,9,52,62,63
v_0219_f_0000_rgba.png,7,66,63,62
v_0220_f_0000_rgba.png,9,52,65,63
v_0221_f_0000_rgba.png,9,58,67,63
v_0222_f_0000_rgba.png,8,53,62,64
v_0223_f_0000_rgba.png,7,57,59,63
v_0224_f_0000_rgba.png,19,31,65,61
v_0225_f_0000_rgba.png,8,54,63,63
v_0226_f_0000_rgba.png,13,39,65,64
v_0227_f_0000_rgba.png,17,33,67,63
v_0228_f_0000_rgba.png,13,40,66,64
v_0229_f_0000_rgba.png,9,55,64,65
v_0230_f_0000_rgba.png,12,41,60,62
v_0231_f_0000_rgba.png,14,36,63,62
v_0232_f_0000_rgba.png,10,47,65,63
v_0233_f_0000_rgba.png,8,58,63,64
v_0234_f_0000_rgba.png,10,48,64,63
v_0235_f_0000_rgba.png,9,48,60,64
v_0236_f_0000_rgba.png,15,37,66,61
v_0237_f_0000_rgba.png,8,66,63,65
v_0238_f_0000_rgba.png,18,31,65,65
v_0239_f_0000_rgba.png,11,44,66,63
v_0240_f_0000_rgba.png,7,62,60,64
v_0241_f_0000_rgba.png,8,59,63,63
v_0242_f_0000_rgba.png,8,58,65,64
v_0243_f_0000_rgba.png,18,30,63,66
v_0244_f_0000_rgba.png,16,32,64,65
v_0245_f_0000_rgba.png,17,34,64,65
v_0246_f_0000_rgba.png,11,42,62,61
v_0247_f_0000_rgba.png,16,33,66,62
v_0248_f_0000_rgba.png,9,49,61,66
v_0249_f_0000_rgba.png,8,50,61,62
v_0250_f_0000_rgba.png,17,32,63,62
v_0251_f_0000_rgba.png,20,29,65,64
v_0252_f_0000_rgba.png,15,37,62,64
v_0253_f_0000_rgba.png,11,45,61,62
v_0254_f_0000_rgba.png,8,58,65,64
v_0255_f_0000_rgba.png,20,30,61,64
v_0256_f_0000_rgba.png,11,43,63,61
v_0257_f_0000_rgba.png,12,40,64,62
v_0258_f_0000_rgba.png,19,32,66,60
v_0259_f_0000_rgba.png,13,40,62,64
v_0260_f_0000_rgba.png,19,30,66,61
v_0261_f_0000_rgba.png,10,46,63,63
v_0262_f_0000_rgba.png,12,42,65,65
v_0263_f_0000_rgba.png,9,52,65,64
v_0264_f_0000_rgba.png,10,50,66,66
v_0265_f_0000_rgba.png,10,46,61,65
v_0266_f_0000_rgba.png,9,51,64,65
v_0267_f_0000_rgba.png,25,29,63,65
v_0268_f_0000_rgba.png,13,43,65,64
v_0269_f_0000_rgba.png,13,41,66,63
v_0270_f_0000_rgba.png,21,27,66,64
v_0271_f_0000_rgba.png,23,26,60,64
v_0272_f_0000_rgba.png,22,27,64,61
v_0273_f_0000_rgba.png,20,29,67,65
v_0274_f_0000_rgba.png,9,48,63,66
v_0275_f_0000_rgba.png,18,32,64,65
v_0276_f_0000_rgba.png,16,36,64,64
v_0277_f_0000_rgba.png,15,36,64,62
v_0278_f_0000_rgba.png,20,28,63,65
v_0279_f_0000_rgba.png,23,26,64,64
v_0280_f_0000_rgba.png,10,47,63,62
v_0281_f_0000_rgba.png,14,37,64,64
v_0282_f_0000_rgba.png,12,39,62,64
v_0283_f_0000_rgba.png,19,29,63,64
v_0284_f_0000_rgba.png,11,43,64,63
v_0285_f_0000_rgba.png,23,25,63,63
v_0286_f_0000_rgba.png,15,36,64,63
v_0287_f_0000_rgba.png,24,24,65,64
v_0288_f_0000_rgba.png,10,45,62,66
v_0289_f_0000_rgba.png,22,28,64,66
v_0290_f_0000_rgba.png,19,30,65,63
v_0291_f_0000_rgba.png,12,41,60,66
v_0292_f_0000_rgba.png,13,37,63,61
v_0293_f_0000_rgba.png,15,34,61,64
v_0294_f_0000_rgba.png,24,25,64,63
v_0295_f_0000_rgba.png,14,38,67,65
v_0296_f_0000_rgba.png,22,26,65,65
v_0297_f_0000_rgba.png,28,21,62,64
v_0298_f_0000_rgba.png,13,42,67,63
v_0299_f_0000_rgba.png,18,31,63,65
v_0300_f_0000_rgba.png,14,38,64,64
v_0301_f_0000_rgba.png,13,41,65,65
v_0302_f_0000_rgba.png,24,25,66,64
v_0303_f_0000_rgba.png,27,21,65,64
v_0304_f_0000_rgba.png,18,32,66,64
v_0305_f_0000_rgba.png,22,27,61,65
v_0306_f_0000_rgba.png,13,39,63,62
v_0307_f_0000_rgba.png,27,21,65,61
v_0308_f_0000_rgba.png,12,42,61,67
v_0309_f_0000_rgba.png,21,27,64,62
v_0310_f_0000_rgba.png,17,32,66,64
v_0311_f_0000_rgba.png,24,24,64,66
v_0312_f_0000_rgba.png,27,21,64,64
v_0313_f_0000_rgba.png,26,22,65,61
v_0314_f_0000_rgba.png,25,22,64,62
v_0315_f_0000_rgba.png,19,29,62,61
v_0316_f_0000_rgba.png,13,38,61,65
v_0317_f_0000_rgba.png,16,34,64,63
v_0318_f_0000_rgba.png,21,28,62,65
v_0319_f_0000_rgba.png,13,39,64,63
v_0320_f_0000_rgba.png,19,30,62,65
v_0321_f_0000_rgba.png,23,25,63,63
v_0322_f_0000_rgba.png,26,21,66,64
v_0323_f_0000_rgba.png,26,22,62,64
v_0324_f_0000_rgba.png,25,22,63,62
v_0325_f_0000_rgba.png,17,32,63,61
v_0326_f_0000_rgba.png,31,18,65,63
v_0327_f_0000_rgba.png,22,25,66,62
v_0328_f_0000_rgba.png,15,35,61,65
v_0329_f_0000_rgba.png,26,22,62,63
v_0330_f_0000_rgba.png,30,20,65,62
v_0331_f_0000_rgba.png,24,24,61,64
v_0332_f_0000_rgba.png,34,16,66,62
v_0333_f_0000_rgba.png,19,30,65,64
v_0334_f_0000_rgba.png,20,29,66,64
v_0335_f_0000_rgba.png,19,31,64,65
v_0336_f_0000_rgba.png,17,32,63,63
v_0337_f_0000_rgba.png,33,17,66,66
v_0338_f_0000_rgba.png,19,30,63,63
v_0339_f_0000_rgba.png,32,19,60,65
v_0340_f_0000_rgba.png,32,18,64,62
v_0341_f_0000_rgba.png,21,27,62,63
v_0342_f_0000_rgba.png,37,15,62,60
v_0343_f_0000_rgba.png,18,32,66,65
v_0344_f_0000_rgba.png,30,18,66,64
v_0345_f_0000_rgba.png,23,26,62,66
v_0346_f_0000_rgba.png,27,20,64,62
v_0347_f_0000_rgba.png,32,17,62,63
v_0348_f_0000_rgba.png,24,24,65,64
v_0349_f_0000_rgba.png,21,29,66,65
v_0350_f_0000_rgba.png,23,25,63,64
v_0351_f_0000_rgba.png,25,23,67,64
v_0352_f_0000_rgba.png,22,26,65,63
v_0353_f_0000_rgba.png,22,25,65,61
v_0354_f_0000_rgba.png,31,18,62,65
v_0355_f_0000_rgba.png,28,21,63,64
v_0356_f_0000_rgba.png,22,25,65,61
v_0357_f_0000_rgba.png,20,28,61,64
v_0358_f_0000_rgba.png,26,22,64,62
v_0359_f_0000_rgba.png,29,21,63,65
v_0360_f_0000_rgba.png,28,19,61,61
v_0361_f_0000_rgba.png,32,18,68,62
v_0362_f_0000_rgba.png,31,16,67,64
v_0363_f_0000_rgba.png,26,23,61,66
v_0364_f_0000_rgba.png,37,14,66,62
v_0365_f_0000_rgba.png,36,15,62,64
v_0366_f_0000_rgba.png,37,13,62,61
v_0367_f_0000_rgba.png,37,16,66,64
v_0368_f_0000_rgba.png,36,16,62,64
v_0369_f_0000_rgba.png,37,13,61,61
v_0370_f_0000_rgba.png,40,12,65,61
v_0371_f_0000_rgba.png,28,20,65,63
v_0372_f_0000_rgba.png,32,17,61,61
v_0373_f_0000_rgba.png,27,20,59,62
v_0374_f_0000_rgba.png,40,13,67,60
v_0375_f_0000_rgba.png,32,18,64,64
v_0376_f_0000_rgba.png,43,12,65,62
v_0377_f_0000_rgba.png,29,21,64,66
v_0378_f_0000_rgba.png,25,23,64,61
v_0379_f_0000_rgba.png,36,15,63,65
v_0380_f_0000_rgba.png,35,14,61,62
v_0381_f_0000_rgba.png,31,18,63,64
v_0382_f_0000_rgba.png,37,15,60,65
v_0383_f_0000_rgba.png,37,14,62,62
v_0384_f_0000_rgba.png,34,16,64,63
v_0385_f_0000_rgba.png,27,20,61,62
v_0386_f_0000_rgba.png,28,20,64,64
v_0387_f_0000_rgba.png,28,20,62,64
v_0388_f_0000_rgba.png,32,19,68,65
v_0389_f_0000_rgba.png,28,21,65,64
v_0390_f_0000_rgba.png,38,14,64,65
v_0391_f_0000_rgba.png,31,17,60,64
v_0392_f_0000_rgba.png,43,12,66,62
v_0393_f_0000_rgba.png,36,15,65,65
v_0394_f_0000_rgba.png,39,13,64,64
v_0395_f_0000_rgba.png,42,12,61,63
v_0396_f_0000_rgba.png,33,15,61,62
v_0397_f_0000_rgba.png,28,19,59,64
v_0398_f_0000_rgba.png,33,15,60,63
v_0399_f_0000_rgba.png,40,12,63,62
v_0400_f_0000_rgba.png,34,16,64,64
v_0401_f_0000_rgba.png,38,15,67,66
v_0402_f_0000_rgba.png,42,13,64,65
v_0403_f_0000_rgba.png,40,13,61,62
v_0404_f_0000_rgba.png,45,11,64,62
v_0405_f_0000_rgba.png,38,14,62,63
v_0406_f_0000_rgba.png,43,12,62,62
v_0407_f_0000_rgba.png,34,17,64,65
v_0408_f_0000_rgba.png,39,13,61,62
v_0409_f_0000_rgba.png,39,12,62,61
v_0410_f_0000_rgba.png,49,10,65,63
v_0411_f_0000_rgba.png,40,13,67,65
v_0412_f_0000_rgba.png,39,14,66,67
v_0413_f_0000_rgba.png,43,11,67,64
v_0414_f_0000_rgba.png,38,13,64,67
v_0415_f_0000_rgba.png,42,13,65,66
v_0416_f_0000_rgba.png,41,11,65,62
v_0417_f_0000_rgba.png,41,13,65,64
v_0418_f_0000_rgba.png,36,15,64,64
v_0419_f_0000_rgba.png,44,11,63,63
v_0420_f_0000_rgba.png,41,13,64,64
v_0421_f_0000_rgba.png,41,12,63,65
v_0422_f_0000_rgba.png,43,12,65,65
v_0423_f_0000_rgba.png,35,15,60,64
v_0424_f_0000_rgba.png,41,11,61,63
v_0425_f_0000_rgba.png,43,11,65,60
v_0426_f_0000_rgba.png,45,11,62,63
v_0427_f_0000_rgba.png,47,10,63,62
v_0428_f_0000_rgba.png,36,14,61,62
v_0429_f_0000_rgba.png,42,11,65,61
v_0430_f_0000_rgba.png,47,10,64,64
v_0431_f_0000_rgba.png,48,10,65,65
v_0432_f_0000_rgba.png,50,10,65,65
v_0433_f_0000_rgba.png,49,9,63,64
v_0434_f_0000_rgba.png,47,11,63,64
v_0435_f_0000_rgba.png,41,12,60,63
v_0436_f_0000_rgba.png,53,9,64,63
v_0437_f_0000_rgba.png,38,13,60,65
v_0438_f_0000_rgba.png,41,12,62,64
v_0439_f_0000_rgba.png,46,10,63,63
v_0440_f_0000_rgba.png,48,10,62,64
v_0441_f_0000_rgba.png,49,10,60,63
v_0442_f_0000_rgba.png,50,9,67,63
v_0443_f_0000_rgba.png,54,9,62,65
v_0444_f_0000_rgba.png,55,9,66,63
v_0445_f_0000_rgba.png,50,9,66,64
v_0446_f_0000_rgba.png,49,9,62,64
v_0447_f_0000_rgba.png,51,8,65,62
v_0448_f_0000_rgba.png,42,12,62,66
v_0449_f_0000_rgba.png,51,8,64,62
v_0450_f_0000_rgba.png,44,10,59,64
v_0451_f_0000_rgba.png,50,9,61,61
v_0452_f_0000_rgba.png,54,8,65,63
v_0453_f_0000_rgba.png,51,9,62,64
v_0454_f_0000_rgba.png,54,9,65,63
v_0455_f_0000_rgba.png,52,9,66,64
v_0456_f_0000_rgba.png,53,9,63,65
v_0457_f_0000_rgba.png,53,9,62,64
v_0458_f_0000_rgba.png,51,9,64,63
v_0459_f_0000_rgba.png,46,10,62,62
v_0460_f_0000_rgba.png,56,8,65,62
v_0461_f_0000_rgba.png,51,9,61,66
v_0462_f_0000_rgba.png,52,8,62,62
v_0463_f_0000_rgba.png,51,8,60,61
v_0464_f_0000_rgba.png,53,8,64,62
v_0465_f_0000_rgba.png,48,9,61,63
v_0466_f_0000_rgba.png,52,8,61,62
v_0467_f_0000_rgba.png,53,9,63,64
v_0468_f_0000_rgba.png,56,8,63,61
v_0469_f_0000_rgba.png,50,9,62,65
v_0470_f_0000_rgba.png,59,7,65,62
v_0471_f_0000_rgba.png,59,8,64,63
v_0472_f_0000_rgba.png,58,8,63,64
v_0473_f_0000_rgba.png,56,7,66,61
v_0474_f_0000_rgba.png,54,9,63,63
v_0475_f_0000_rgba.png,54,8,62,62
v_0476_f_0000_rgba.png,54,9,65,64
v_0477_f_0000_rgba.png,56,8,63,63
v_0478_f_0000_rgba.png,57,8,62,63
v_0479_f_0000_rgba.png,49,9,61,66
v_0480_f_0000_rgba.png,58,8,64,64
v_0481_f_0000_rgba.png,61,8,66,63
v_0482_f_0000_rgba.png,57,8,63,62
v_0483_f_0000_rgba.png,59,8,66,63
v_0484_f_0000_rgba.png,57,8,63,65
v_0485_f_0000_rgba.png,61,7,64,62
v_0486_f_0000_rgba.png,59,8,61,64
v_0487_f_0000_rgba.png,57,7,62,60
v_0488_f_0000_rgba.png,62,8,66,64
v_0489_f_0000_rgba.png,57,8,66,66
v_0490_f_0000_rgba.png,63,8,64,64
v_0491_f_0000_rgba.png,56,8,61,64
v_0492_f_0000_rgba.png,61,8,62,64
v_0493_f_0000_rgba.png,61,8,65,65
v_0494_f_0000_rgba.png,58,7,61,61
v_0495_f_0000_rgba.png,61,7,64,61
v_0496_f_0000_rgba.png,62,7,65,63
v_0497_f_0000_rgba.png,62,7,64,62
v_0498_f_0000_rgba.png,61,8,63,63
v_0499_f_0000_rgba.png,55,7,61,62
v_0500_f_0000_rgba.png,64,7,62,61
v_0501_f_0000_rgba.png,67,8,64,65
v_0502_f_0000_rgba.png,65,7,65,64
v_0503_f_0000_rgba.png,62,8,64,64
v_0504_f_0000_rgba.png,60,8,62,64
v_0505_f_0000_rgba.png,65,8,63,63
v_0506_f_0000_rgba.png,63,7,61,64
v_0507_f_0000_rgba.png,64,7,62,64
v_0508_f_0000_rgba.png,61,8,62,63
v_0509_f_0000_rgba.png,64,8,66,63
v_0510_f_0000_rgba.png,62,8,62,63
v_0511_f_0000_rgba.png,70,8,67,64
v_0512_f_0000_rgba.png,67,8,62,63
v_0513_f_0000_rgba.png,63,7,62,62
v_0514_f_0000_rgba.png,67,7,65,61
v_0515_f_0000_rgba.png,63,8,65,66
v_0516_f_0000_rgba.png,67,9,63,67
v_0517_f_0000_rgba.png,64,8,62,65
v_0518_f_0000_rgba.png,64,7,64,63
v_0519_f_0000_rgba.png,67,8,63,65
v_0520_f_0000_rgba.png,68,8,64,64
v_0521_f_0000_rgba.png,68,8,62,65
v_0522_f_0000_rgba.png,65,7,62,63
v_0523_f_0000_rgba.png,64,8,62,63
v_0524_f_0000_rgba.png,67,7,61,62
v_0525_f_0000_rgba.png,72,8,66,62
v_0526_f_0000_rgba.png,68,8,64,65
v_0527_f_0000_rgba.png,68,8,64,63
v_0528_f_0000_rgba.png,69,8,63,64
v_0529_f_0000_rgba.png,65,7,62,63
v_0530_f_0000_rgba.png,70,8,62,64
v_0531_f_0000_rgba.png,64,8,60,62
v_0532_f_0000_rgba.png,69,8,63,63
v_0533_f_0000_rgba.png,72,8,61,63
v_0534_f_0000_rgba.png,68,7,63,62
v_0535_f_0000_rgba.png,72,9,62,65
v_0536_f_0000_rgba.png,70,8,62,64
v_0537_f_0000_rgba.png,77,9,67,62
v_0538_f_0000_rgba.png,72,8,61,65
v_0539_f_0000_rgba.png,71,7,61,60
v_0540_f_0000_rgba.png,69,7,63,62
v_0541_f_0000_rgba.png,76,9,64,63
v_0542_f_0000_rgba.png,75,9,65,65
v_0543_f_0000_rgba.png,75,9,61,63
v_0544_f_0000_rgba.png,76,10,64,66
v_0545_f_0000_rgba.png,74,8,63,63
v_0546_f_0000_rgba.png,71,8,61,65
v_0547_f_0000_rgba.png,69,8,62,63
v_0548_f_0000_rgba.png,74,9,62,63
v_0549_f_0000_rgba.png,76,9,65,63
v_0550_f_0000_rgba.png,71,8,60,64
v_0551_f_0000_rgba.png,83,11,65,65
v_0552_f_0000_rgba.png,77,9,62,64
v_0553_f_0000_rgba.png,75,8,63,61
v_0554_f_0000_rgba.png,77,9,60,62
v_0555_f_0000_rgba.png,78,9,63,61
v_0556_f_0000_rgba.png,77,9,61,63
v_0557_f_0000_rgba.png,75,9,62,62
v_0558_f_0000_rgba.png,77,9,65,62
v_0559_f_0000_rgba.png,76,9,62,63
v_0560_f_0000_rgba.png,79,9,62,62
v_0561_f_0000_rgba.png,79,10,65,64
v_0562_f_0000_rgba.png,79,10,62,63
v_0563_f_0000_rgba.png,83,11,67,62
v_0564_f_0000_rgba.png,76,8,61,62
v_0565_f_0000_rgba.png,78,9,64,63
v_0566_f_0000_rgba.png,81,11,63,65
v_0567_f_0000_rgba.png,78,10,62,63
v_0568_f_0000_rgba.png,78,9,63,63
v_0569_f_0000_rgba.png,76,9,62,63
v_0570_f_0000_rgba.png,81,11,64,65
v_0571_f_0000_rgba.png,91,14,68,65
v_0572_f_0000_rgba.png,83,11,61,63
v_0573_f_0000_rgba.png,75,9,60,62
v_0574_f_0000_rgba.png,79,9,64,62
v_0575_f_0000_rgba.png,80,10,64,63
v_0576_f_0000_rgba.png,81,10,66,64
v_0577_f_0000_rgba.png,83,11,62,62
v_0578_f_0000_rgba.png,86,12,65,64
v_0579_f_0000_rgba.png,73,9,62,63
v_0580_f_0000_rgba.png,82,11,65,64
